nSerialNumber,TimeStamp,sSymbol,nBestBuyOrderPrice,nBestBuyOrderQuantity,nBestSellOrderPrice,nBestSellOrderQuantity,nLastTradedPrice,nTotalTradedQuantity
3728,01-09-2017 10:20,XYZ Corporation,1196.25,145,1196.7,20,1196.25,533568
3729,01-09-2017 10:20,XYZ Corporation,1196.25,145,1196.7,20,1196.25,533568
3730,01-09-2017 10:20,XYZ Corporation,1196.25,145,1196.7,20,1196.25,533568
3731,01-09-2017 10:20,XYZ Corporation,1196.25,145,1196.8,95,1196.8,533593
3732,01-09-2017 10:20,XYZ Corporation,1196.25,141,1196.8,95,1196.25,533598
3733,01-09-2017 10:20,XYZ Corporation,1196.25,126,1196.8,95,1196.7,533623
3734,01-09-2017 10:20,XYZ Corporation,1196.3,1,1196.8,94,1196.8,533624
3735,01-09-2017 10:20,XYZ Corporation,1196.3,1,1196.8,109,1196.8,533624
3736,01-09-2017 10:20,XYZ Corporation,1196.4,99,1196.8,109,1196.3,533629
3737,01-09-2017 10:20,XYZ Corporation,1196.5,90,1196.8,15,1196.3,533629
3738,01-09-2017 10:20,XYZ Corporation,1196.45,85,1196.8,15,1196.5,533656
3739,01-09-2017 10:20,XYZ Corporation,1196.4,1,1196.8,15,1196.45,533688
3740,01-09-2017 10:20,XYZ Corporation,1196.3,1,1196.4,1,1196.4,533697
3741,01-09-2017 10:20,XYZ Corporation,1196.25,126,1196.3,8,1196.3,533699
3742,01-09-2017 10:20,XYZ Corporation,1196.25,125,1196.4,1,1196.3,533717
3743,01-09-2017 10:20,XYZ Corporation,1196.75,14,1197.25,24,1197.25,534474
3744,01-09-2017 10:20,XYZ Corporation,1196.75,14,1197.25,24,1197.25,534474
3745,01-09-2017 10:20,XYZ Corporation,1196.25,125,1196.95,26,1196.3,534493
3746,01-09-2017 10:20,XYZ Corporation,1196.25,125,1196.95,25,1196.95,534494
3747,01-09-2017 10:20,XYZ Corporation,1196.3,1,1196.95,26,1196.95,534494
3748,01-09-2017 10:20,XYZ Corporation,1196.5,26,1197.2,25,1197,534544
3749,01-09-2017 10:20,XYZ Corporation,1196.25,125,1196.75,10,1196.3,534564
3750,01-09-2017 10:20,XYZ Corporation,1196.25,125,1196.75,10,1196.3,534564
3751,01-09-2017 10:20,XYZ Corporation,1196.8,288,1197.15,52,1196.8,534580
3752,01-09-2017 10:20,XYZ Corporation,1196.8,288,1197,14,1197,534581
3753,01-09-2017 10:20,XYZ Corporation,1196.8,263,1197,14,1196.8,534606
3754,01-09-2017 10:20,XYZ Corporation,1196.8,261,1197,16,1196.8,534608
3755,01-09-2017 10:20,XYZ Corporation,1196.8,261,1197,15,1197,534609
3756,01-09-2017 10:20,XYZ Corporation,1196.85,20,1197,15,1197,534609
3757,01-09-2017 10:20,XYZ Corporation,1196.85,21,1197,16,1197,534609
3758,01-09-2017 10:20,XYZ Corporation,1196.85,21,1197,16,1197,534609
3759,01-09-2017 10:20,XYZ Corporation,1197,84,1197.2,24,1197,534625
3760,01-09-2017 10:20,XYZ Corporation,1197,185,1197.2,24,1197,534625
3761,01-09-2017 10:20,XYZ Corporation,1197,185,1197.2,24,1197,534625
3762,01-09-2017 10:20,XYZ Corporation,1197,185,1197.2,24,1197,534625
3763,01-09-2017 10:20,XYZ Corporation,1197,165,1197.2,24,1197,534645
3764,01-09-2017 10:20,XYZ Corporation,1197,169,1197.2,23,1197,534696
3765,01-09-2017 10:20,XYZ Corporation,1197,169,1197.2,23,1197,534696
3766,01-09-2017 10:20,XYZ Corporation,1197,169,1197.2,22,1197.2,534697
3767,01-09-2017 10:20,XYZ Corporation,1197,133,1197.2,22,1197,534733
3768,01-09-2017 10:20,XYZ Corporation,1197,233,1197.2,22,1197,534733
3769,01-09-2017 10:20,XYZ Corporation,1197,233,1197.2,22,1197,534733
3770,01-09-2017 10:20,XYZ Corporation,1197,219,1197.2,22,1197,534748
3771,01-09-2017 10:20,XYZ Corporation,1197,210,1197.2,21,1197.2,534758
3772,01-09-2017 10:20,XYZ Corporation,1197,210,1197.2,21,1197.2,534758
3773,01-09-2017 10:20,XYZ Corporation,1197.05,26,1197.75,134,1197.95,535178
3774,01-09-2017 10:20,XYZ Corporation,1197.1,26,1197.75,134,1197.95,535178
3775,01-09-2017 10:20,XYZ Corporation,1197.05,1,1197.7,24,1197.5,535229
3776,01-09-2017 10:20,XYZ Corporation,1197.05,1,1197.7,24,1197.5,535229
3777,01-09-2017 10:20,XYZ Corporation,1197,180,1197.5,159,1197,535261
3778,01-09-2017 10:20,XYZ Corporation,1197.2,5,1197.7,23,1197.75,535313
3779,01-09-2017 10:20,XYZ Corporation,1197.05,1,1197.7,57,1197.2,535318
3780,01-09-2017 10:21,XYZ Corporation,1197,131,1197.05,3,1197.05,535330
3781,01-09-2017 10:21,XYZ Corporation,1197,51,1197.05,3,1197.05,535439
3782,01-09-2017 10:21,XYZ Corporation,1197,51,1197.65,23,1197.05,535445
3783,01-09-2017 10:21,XYZ Corporation,1197,85,1197.65,8,1197.05,535445
3784,01-09-2017 10:21,XYZ Corporation,1197,85,1197.5,44,1197.05,535445
3785,01-09-2017 10:21,XYZ Corporation,1197,42,1197.5,200,1197,535734
3786,01-09-2017 10:21,XYZ Corporation,1197,42,1197.5,200,1197,535734
3787,01-09-2017 10:21,XYZ Corporation,1197,42,1197.5,200,1197,535734
3788,01-09-2017 10:21,XYZ Corporation,1197,42,1197.5,100,1197.5,535834
3789,01-09-2017 10:21,XYZ Corporation,1197,42,1197.5,100,1197.5,535834
3790,01-09-2017 10:21,XYZ Corporation,1197.05,3,1197.6,10,1197.5,535934
3791,01-09-2017 10:21,XYZ Corporation,1197.05,3,1197.6,10,1197.5,535934
3792,01-09-2017 10:21,XYZ Corporation,1197.1,3,1197.6,9,1197.6,535935
3793,01-09-2017 10:21,XYZ Corporation,1197.15,41,1197.6,10,1197.6,535945
3794,01-09-2017 10:21,XYZ Corporation,1197.15,15,1197.6,10,1197.15,535971
3795,01-09-2017 10:21,XYZ Corporation,1197.35,123,1197.6,10,1197.15,535971
3796,01-09-2017 10:21,XYZ Corporation,1197.35,123,1197.6,10,1197.15,535971
3797,01-09-2017 10:21,XYZ Corporation,1197.35,123,1197.6,10,1197.15,535971
3798,01-09-2017 10:21,XYZ Corporation,1197.7,74,1197.95,7,1197.6,535997
3799,01-09-2017 10:21,XYZ Corporation,1197.7,64,1197.95,7,1197.7,536007
3800,01-09-2017 10:21,XYZ Corporation,1197.7,64,1197.95,7,1197.7,536007
3801,01-09-2017 10:21,XYZ Corporation,1198,11,1198.1,47,1198,536126
3802,01-09-2017 10:21,XYZ Corporation,1198,12,1198.1,47,1198,536146
3803,01-09-2017 10:21,XYZ Corporation,1198,4,1198.1,36,1198,536177
3804,01-09-2017 10:21,XYZ Corporation,1198,4,1198.1,36,1198,536177
3805,01-09-2017 10:21,XYZ Corporation,1198,4,1198.1,36,1198,536177
3806,01-09-2017 10:21,XYZ Corporation,1198,4,1198.1,36,1198,536177
3807,01-09-2017 10:21,XYZ Corporation,1197.7,48,1198.1,36,1198.05,536204
3808,01-09-2017 10:21,XYZ Corporation,1197.7,48,1198.1,11,1198.1,536255
3809,01-09-2017 10:21,XYZ Corporation,1198,1,1198.1,11,1198.1,536255
3810,01-09-2017 10:21,XYZ Corporation,1198,1,1198.1,11,1198.1,536255
3811,01-09-2017 10:21,XYZ Corporation,1197.7,43,1198.1,11,1197.7,536261
3812,01-09-2017 10:21,XYZ Corporation,1197.7,43,1198,100,1197.7,536261
3813,01-09-2017 10:21,XYZ Corporation,1197.7,43,1198,100,1197.7,536261
3814,01-09-2017 10:21,XYZ Corporation,1197.7,43,1198,160,1197.7,536261
3815,01-09-2017 10:21,XYZ Corporation,1197.7,43,1198,160,1197.7,536261
3816,01-09-2017 10:21,XYZ Corporation,1197.7,43,1198,160,1197.7,536261
3817,01-09-2017 10:21,XYZ Corporation,1197.7,43,1198,160,1197.7,536261
3818,01-09-2017 10:21,XYZ Corporation,1197.7,41,1197.95,17,1197.7,536263
3819,01-09-2017 10:21,XYZ Corporation,1197.7,42,1197.95,17,1197.7,536263
3820,01-09-2017 10:21,XYZ Corporation,1197.7,42,1197.95,17,1197.7,536263
3821,01-09-2017 10:21,XYZ Corporation,1197.7,5,1198,150,1197.7,536300
3822,01-09-2017 10:21,XYZ Corporation,1197.7,5,1198,85,1198,536365
3823,01-09-2017 10:21,XYZ Corporation,1197.9,1,1198.1,10,1198.1,536593
3824,01-09-2017 10:21,XYZ Corporation,1197.9,1,1198.1,10,1198.1,536593
3825,01-09-2017 10:21,XYZ Corporation,1197.9,1,1198.1,10,1198.1,536593
3826,01-09-2017 10:21,XYZ Corporation,1197.9,1,1198.1,10,1198,536704
3827,01-09-2017 10:21,XYZ Corporation,1198,1,1198.1,10,1198,536704
3828,01-09-2017 10:21,XYZ Corporation,1198,2,1198.65,26,1198.75,536804
3829,01-09-2017 10:21,XYZ Corporation,1198,1,1198.65,26,1198.75,536804
3830,01-09-2017 10:21,XYZ Corporation,1198,1,1198.6,26,1198,536810
3831,01-09-2017 10:21,XYZ Corporation,1197.7,5,1197.9,28,1197.9,536823
3832,01-09-2017 10:21,XYZ Corporation,1197.7,5,1197.9,27,1197.9,536824
3833,01-09-2017 10:21,XYZ Corporation,1197.7,3,1197.9,31,1197.7,536827
3834,01-09-2017 10:21,XYZ Corporation,1197.6,18,1197.9,31,1197.6,536927
3835,01-09-2017 10:21,XYZ Corporation,1197.55,271,1197.9,31,1197.55,537027
3836,01-09-2017 10:22,XYZ Corporation,1197.45,804,1197.6,2,1197.55,537034
3837,01-09-2017 10:22,XYZ Corporation,1197.8,4,1198.5,26,1198.5,537135
3838,01-09-2017 10:22,XYZ Corporation,1197.6,22,1197.9,50,1198.5,537135
3839,01-09-2017 10:22,XYZ Corporation,1197.6,22,1197.7,10,1198.5,537135
3840,01-09-2017 10:22,XYZ Corporation,1198.1,4,1198.7,17,1197.9,537195
3841,01-09-2017 10:22,XYZ Corporation,1198.1,4,1198.7,18,1197.9,537195
3842,01-09-2017 10:22,XYZ Corporation,1198.1,4,1198.7,17,1198.7,537196
3843,01-09-2017 10:22,XYZ Corporation,1198.1,4,1198.7,1,1198.7,537196
3844,01-09-2017 10:22,XYZ Corporation,1198.15,4,1198.75,34,1198.7,537197
3845,01-09-2017 10:22,XYZ Corporation,1198.15,4,1198.75,34,1198.7,537197
3846,01-09-2017 10:22,XYZ Corporation,1198.15,4,1198.8,99,1198.8,537198
3847,01-09-2017 10:22,XYZ Corporation,1198.1,30,1198.8,99,1198.15,537199
3848,01-09-2017 10:22,XYZ Corporation,1198.2,3,1198.8,60,1198.9,537397
3849,01-09-2017 10:22,XYZ Corporation,1198.2,3,1198.8,60,1198.9,537397
3850,01-09-2017 10:22,XYZ Corporation,1198.2,3,1198.8,60,1198.9,537397
3851,01-09-2017 10:22,XYZ Corporation,1198.1,7,1198.8,60,1198.1,537423
3852,01-09-2017 10:22,XYZ Corporation,1198.1,4,1198.8,60,1198.1,537441
3853,01-09-2017 10:22,XYZ Corporation,1198.1,4,1198.8,60,1198.1,537441
3854,01-09-2017 10:22,XYZ Corporation,1198.25,1,1198.95,34,1198.9,537542
3855,01-09-2017 10:22,XYZ Corporation,1198.2,1,1198.9,26,1198.9,537542
3856,01-09-2017 10:22,XYZ Corporation,1198.1,59,1198.85,26,1198.1,537552
3857,01-09-2017 10:22,XYZ Corporation,1198.1,54,1198.75,26,1198.1,537557
3858,01-09-2017 10:22,XYZ Corporation,1198.25,69,1198.9,26,1198.8,537607
3859,01-09-2017 10:22,XYZ Corporation,1198.15,26,1198.85,26,1198.25,537667
3860,01-09-2017 10:22,XYZ Corporation,1198.1,30,1198.85,50,1198.25,537667
3861,01-09-2017 10:22,XYZ Corporation,1198.15,26,1198.8,25,1198.8,537669
3862,01-09-2017 10:22,XYZ Corporation,1198.15,26,1198.8,25,1198.8,537669
3863,01-09-2017 10:22,XYZ Corporation,1198.1,7,1198.75,26,1198.1,537719
3864,01-09-2017 10:22,XYZ Corporation,1198.1,7,1198.75,25,1198.75,537720
3865,01-09-2017 10:22,XYZ Corporation,1198.1,12,1198.75,25,1198.1,537746
3866,01-09-2017 10:22,XYZ Corporation,1198.1,12,1198.15,45,1198.1,537746
3867,01-09-2017 10:22,XYZ Corporation,1198.1,13,1198.15,45,1198.1,537746
3868,01-09-2017 10:22,XYZ Corporation,1198.1,13,1198.15,35,1198.15,537756
3869,01-09-2017 10:22,XYZ Corporation,1198.1,13,1198.15,5,1198.15,537786
3870,01-09-2017 10:22,XYZ Corporation,1198.2,175,1198.8,64,1198.15,537791
3871,01-09-2017 10:22,XYZ Corporation,1198.2,175,1198.8,64,1198.15,537791
3872,01-09-2017 10:22,XYZ Corporation,1198.2,175,1198.8,64,1198.15,537791
3873,01-09-2017 10:22,XYZ Corporation,1198.2,175,1198.8,64,1198.15,537791
3874,01-09-2017 10:22,XYZ Corporation,1198.25,3,1198.9,5,1198.85,537991
3875,01-09-2017 10:22,XYZ Corporation,1198.25,50,1198.7,2,1198.2,538031
3876,01-09-2017 10:22,XYZ Corporation,1198.25,50,1198.7,2,1198.2,538031
3877,01-09-2017 10:22,XYZ Corporation,1198.25,50,1198.7,2,1198.2,538031
3878,01-09-2017 10:22,XYZ Corporation,1198.25,50,1198.7,2,1198.2,538031
3879,01-09-2017 10:22,XYZ Corporation,1198.25,4,1198.7,2,1198.25,538077
3880,01-09-2017 10:22,XYZ Corporation,1198.25,50,1198.7,2,1198.25,538082
3881,01-09-2017 10:22,XYZ Corporation,1198.25,50,1198.7,2,1198.25,538082
3882,01-09-2017 10:22,XYZ Corporation,1198.25,50,1198.7,2,1198.25,538082
3883,01-09-2017 10:22,XYZ Corporation,1197.8,600,1198,330,1197.95,540265
3884,01-09-2017 10:22,XYZ Corporation,1197.8,1,1197.95,98,1197.8,540267
3885,01-09-2017 10:22,XYZ Corporation,1197.4,1,1197.85,26,1197.8,540273
3886,01-09-2017 10:22,XYZ Corporation,1197.4,1,1197.85,26,1197.8,540273
3887,01-09-2017 10:22,XYZ Corporation,1197.4,1,1197.85,26,1197.8,540273
3888,01-09-2017 10:22,XYZ Corporation,1197.4,1,1197.85,26,1197.8,540273
3889,01-09-2017 10:22,XYZ Corporation,1197.4,1,1197.95,134,1197.95,540433
3890,01-09-2017 10:22,XYZ Corporation,1197.4,1,1197.95,98,1197.95,540433
3891,01-09-2017 10:22,XYZ Corporation,1197.4,1,1197.95,98,1197.95,540433
3892,01-09-2017 10:22,XYZ Corporation,1197.15,26,1197.9,134,1197,540633
3893,01-09-2017 10:22,XYZ Corporation,1197.15,21,1197.9,134,1197.15,540638
3894,01-09-2017 10:23,XYZ Corporation,1197.1,66,1197.8,26,1197.1,540663
3895,01-09-2017 10:23,XYZ Corporation,1197.15,26,1197.9,60,1197.9,540763
3896,01-09-2017 10:23,XYZ Corporation,1197.15,26,1197.9,60,1197.9,540763
3897,01-09-2017 10:23,XYZ Corporation,1197.15,26,1197.9,10,1197.9,540813
3898,01-09-2017 10:23,XYZ Corporation,1197.2,16,1197.95,22,1197.2,540923
3899,01-09-2017 10:23,XYZ Corporation,1197.3,26,1197.95,22,1197.2,540923
3900,01-09-2017 10:23,XYZ Corporation,1197.35,26,1198,285,1198,540933
3901,01-09-2017 10:23,XYZ Corporation,1197.4,26,1198,285,1198,540933
3902,01-09-2017 10:23,XYZ Corporation,1197.5,38,1198,285,1197.5,540955
3903,01-09-2017 10:23,XYZ Corporation,1197.5,38,1198,285,1197.5,540955
3904,01-09-2017 10:23,XYZ Corporation,1197.5,34,1198,322,1197.5,540955
3905,01-09-2017 10:23,XYZ Corporation,1197.55,152,1198,122,1198,541455
3906,01-09-2017 10:23,XYZ Corporation,1197.55,153,1198,122,1198,541455
3907,01-09-2017 10:23,XYZ Corporation,1197.55,99,1198,122,1197.55,541475
3908,01-09-2017 10:23,XYZ Corporation,1197.55,74,1198,113,1198,541509
3909,01-09-2017 10:23,XYZ Corporation,1197.55,46,1198,113,1197.55,541537
3910,01-09-2017 10:23,XYZ Corporation,1197.55,46,1198,133,1197.55,541537
3911,01-09-2017 10:23,XYZ Corporation,1197.55,67,1198,133,1197.55,541550
3912,01-09-2017 10:23,XYZ Corporation,1197.5,634,1198,132,1198,542151
3913,01-09-2017 10:23,XYZ Corporation,1197.55,34,1198,126,1198,542157
3914,01-09-2017 10:23,XYZ Corporation,1197.55,34,1198,301,1198,542757
3915,01-09-2017 10:23,XYZ Corporation,1197.5,813,1198,301,1198,542757
3916,01-09-2017 10:23,XYZ Corporation,1197.55,34,1198,299,1198,542759
3917,01-09-2017 10:23,XYZ Corporation,1197.6,1,1198,298,1198,542960
3918,01-09-2017 10:23,XYZ Corporation,1197.6,1,1198,298,1198,542960
3919,01-09-2017 10:23,XYZ Corporation,1197.2,1239,1197.95,26,1197.4,543003
3920,01-09-2017 10:23,XYZ Corporation,1197.4,639,1198,348,1197.95,543005
3921,01-09-2017 10:23,XYZ Corporation,1197.4,639,1198,548,1197.95,543005
3922,01-09-2017 10:23,XYZ Corporation,1197.4,639,1198,548,1197.95,543005
3923,01-09-2017 10:23,XYZ Corporation,1197.4,638,1198,523,1198,543031
3924,01-09-2017 10:23,XYZ Corporation,1197.25,2,1197.95,26,1198,543235
3925,01-09-2017 10:23,XYZ Corporation,1197.35,2,1198,344,1198,543235
3926,01-09-2017 10:23,XYZ Corporation,1197.35,2,1198,544,1197.25,543245
3927,01-09-2017 10:23,XYZ Corporation,1197.25,1,1197.9,26,1197.25,543245
3928,01-09-2017 10:23,XYZ Corporation,1197.25,1,1197.9,26,1197.25,543245
3929,01-09-2017 10:23,XYZ Corporation,1197.45,26,1198,385,1198,543645
3930,01-09-2017 10:23,XYZ Corporation,1197.55,434,1198,125,1198,543905
3931,01-09-2017 10:23,XYZ Corporation,1198,517,1198.5,300,1198,544030
3932,01-09-2017 10:23,XYZ Corporation,1198,517,1198.5,300,1198,544030
3933,01-09-2017 10:23,XYZ Corporation,1198,417,1198.5,300,1198,544130
3934,01-09-2017 10:23,XYZ Corporation,1198,417,1198.5,300,1198,544130
3935,01-09-2017 10:23,XYZ Corporation,1197.9,10,1198,299,1198,544648
3936,01-09-2017 10:23,XYZ Corporation,1197.9,10,1198,277,1198,544673
3937,01-09-2017 10:23,XYZ Corporation,1197.6,1034,1198,268,1198,544708
3938,01-09-2017 10:23,XYZ Corporation,1197.65,34,1198,228,1198,544758
3939,01-09-2017 10:23,XYZ Corporation,1197.6,1034,1198,228,1198,544758
3940,01-09-2017 10:23,XYZ Corporation,1197.6,1035,1198,228,1198,544758
3941,01-09-2017 10:23,XYZ Corporation,1197.6,1035,1198,243,1198,544758
3942,01-09-2017 10:23,XYZ Corporation,1197.6,1035,1198,243,1198,544758
3943,01-09-2017 10:23,XYZ Corporation,1197.65,34,1198,233,1198,544768
3944,01-09-2017 10:23,XYZ Corporation,1197.7,600,1198,233,1198,544768
3945,01-09-2017 10:23,XYZ Corporation,1197.7,550,1198,233,1197.7,544818
3946,01-09-2017 10:23,XYZ Corporation,1197.7,550,1198,233,1197.7,544818
3947,01-09-2017 10:23,XYZ Corporation,1197.7,550,1198,230,1197.7,544819
3948,01-09-2017 10:23,XYZ Corporation,1197.7,550,1198,230,1197.7,544819
3949,01-09-2017 10:23,XYZ Corporation,1197.95,434,1198,300,1198,546111
3950,01-09-2017 10:23,XYZ Corporation,1197.95,1,1198,92,1198,547145
3951,01-09-2017 10:24,XYZ Corporation,1197.7,600,1198,85,1198,547178
3952,01-09-2017 10:24,XYZ Corporation,1197.7,1,1198.3,50,1197.75,547293
3953,01-09-2017 10:24,XYZ Corporation,1197.75,26,1198.3,49,1198.3,547294
3954,01-09-2017 10:24,XYZ Corporation,1198,22,1198.25,16,1198.3,547294
3955,01-09-2017 10:24,XYZ Corporation,1198,22,1198.3,14,1198.3,547345
3956,01-09-2017 10:24,XYZ Corporation,1198,77,1198.3,14,1198,547390
3957,01-09-2017 10:24,XYZ Corporation,1198,77,1198.3,14,1198,547390
3958,01-09-2017 10:24,XYZ Corporation,1198,77,1198.3,14,1198,547390
3959,01-09-2017 10:24,XYZ Corporation,1198,72,1198.3,14,1198,547395
3960,01-09-2017 10:24,XYZ Corporation,1197.7,526,1198.3,14,1197.7,547595
3961,01-09-2017 10:24,XYZ Corporation,1197.7,526,1198,225,1198,547670
3962,01-09-2017 10:24,XYZ Corporation,1197.7,499,1198,225,1197.7,547697
3963,01-09-2017 10:24,XYZ Corporation,1197.7,499,1198,226,1197.7,547697
3964,01-09-2017 10:24,XYZ Corporation,1197.7,499,1198,216,1198,547707
3965,01-09-2017 10:24,XYZ Corporation,1197.7,477,1198,216,1197.7,547733
3966,01-09-2017 10:24,XYZ Corporation,1197.7,477,1198,216,1197.7,547733
3967,01-09-2017 10:24,XYZ Corporation,1197.7,477,1198,216,1198,548033
3968,01-09-2017 10:24,XYZ Corporation,1197.7,477,1198,216,1198,548033
3969,01-09-2017 10:24,XYZ Corporation,1197.7,477,1198,216,1198,548033
3970,01-09-2017 10:24,XYZ Corporation,1197.7,477,1198,224,1198,548033
3971,01-09-2017 10:24,XYZ Corporation,1197.7,407,1198,224,1197.7,548103
3972,01-09-2017 10:24,XYZ Corporation,1197.7,407,1198,224,1197.7,548103
3973,01-09-2017 10:24,XYZ Corporation,1197.7,407,1198,224,1197.7,548103
3974,01-09-2017 10:24,XYZ Corporation,1197.7,577,1198,121,1198,548506
3975,01-09-2017 10:24,XYZ Corporation,1197.75,1207,1198,121,1198,548506
3976,01-09-2017 10:24,XYZ Corporation,1197.7,577,1198,121,1198,548506
3977,01-09-2017 10:24,XYZ Corporation,1197.7,1,1198,121,1197.7,548531
3978,01-09-2017 10:24,XYZ Corporation,1197.7,1,1198,121,1197.7,548533
3979,01-09-2017 10:24,XYZ Corporation,1197.6,1200,1197.7,120,1197.7,548613
3980,01-09-2017 10:24,XYZ Corporation,1197.6,1201,1197.7,120,1197.7,548613
3981,01-09-2017 10:24,XYZ Corporation,1197.7,1031,1198,121,1197.7,548734
3982,01-09-2017 10:24,XYZ Corporation,1197.7,1032,1198,121,1197.7,548734
3983,01-09-2017 10:24,XYZ Corporation,1197.7,601,1197.95,169,1197.7,548734
3984,01-09-2017 10:24,XYZ Corporation,1197.7,392,1198,121,1197.7,548953
3985,01-09-2017 10:24,XYZ Corporation,1197.6,1,1197.7,100,1197.7,549352
3986,01-09-2017 10:24,XYZ Corporation,1197.35,600,1197.7,100,1197.6,549353
3987,01-09-2017 10:24,XYZ Corporation,1197.35,600,1197.7,100,1197.6,549353
3988,01-09-2017 10:24,XYZ Corporation,1197.35,600,1197.7,100,1197.6,549353
3989,01-09-2017 10:24,XYZ Corporation,1197.35,573,1197.7,100,1197.35,549380
3990,01-09-2017 10:24,XYZ Corporation,1197.35,568,1197.7,100,1197.35,549385
3991,01-09-2017 10:24,XYZ Corporation,1197.35,568,1197.7,100,1197.35,549385
3992,01-09-2017 10:24,XYZ Corporation,1197.35,568,1197.7,100,1197.35,549385
3993,01-09-2017 10:24,XYZ Corporation,1197.35,567,1197.7,99,1197.35,549387
3994,01-09-2017 10:24,XYZ Corporation,1197.45,1167,1197.7,99,1197.35,549387
3995,01-09-2017 10:24,XYZ Corporation,1197.45,1167,1197.7,99,1197.35,549387
3996,01-09-2017 10:24,XYZ Corporation,1197.45,1163,1197.65,40,1197.45,549392
3997,01-09-2017 10:24,XYZ Corporation,1197.45,1,1197.65,40,1197.45,549392
3998,01-09-2017 10:24,XYZ Corporation,1197.45,1,1197.65,40,1197.45,549392
3999,01-09-2017 10:24,XYZ Corporation,1197.3,573,1197.65,40,1197.3,549422
4000,01-09-2017 10:24,XYZ Corporation,1197.3,573,1197.65,40,1197.3,549422
4001,01-09-2017 10:24,XYZ Corporation,1197.3,1140,1197.45,1,1197.3,549422
4002,01-09-2017 10:24,XYZ Corporation,1197.3,1140,1197.45,1,1197.3,549422
4003,01-09-2017 10:25,XYZ Corporation,1197.2,548,1197.65,40,1197.45,549448
4004,01-09-2017 10:25,XYZ Corporation,1197.35,34,1197.65,40,1197.45,549448
4005,01-09-2017 10:25,XYZ Corporation,1197.3,1115,1197.65,40,1197.45,549448
4006,01-09-2017 10:25,XYZ Corporation,1197.3,915,1197.65,40,1197.3,549648
4007,01-09-2017 10:25,XYZ Corporation,1197.3,915,1197.65,40,1197.3,549648
4008,01-09-2017 10:25,XYZ Corporation,1197.3,905,1197.65,40,1197.3,549658
4009,01-09-2017 10:25,XYZ Corporation,1197.3,905,1197.5,250,1197.3,549658
4010,01-09-2017 10:25,XYZ Corporation,1197.5,549,1197.9,5,1197.7,550047
4011,01-09-2017 10:25,XYZ Corporation,1197.7,199,1197.9,5,1197.9,550057
4012,01-09-2017 10:25,XYZ Corporation,1197.7,199,1197.9,5,1197.9,550057
4013,01-09-2017 10:25,XYZ Corporation,1197.5,351,1198,300,1198,550256
4014,01-09-2017 10:25,XYZ Corporation,1197.7,199,1197.9,5,1197.9,550057
4015,01-09-2017 10:25,XYZ Corporation,1197.5,351,1198,300,1198,550256
4016,01-09-2017 10:25,XYZ Corporation,1197.5,351,1197.95,34,1198,550256
4017,01-09-2017 10:25,XYZ Corporation,1197.6,2,1198,9,1198,550607
4018,01-09-2017 10:25,XYZ Corporation,1197.55,37,1198,9,1197.55,550707
4019,01-09-2017 10:25,XYZ Corporation,1197.55,2,1198,9,1197.55,550742
4020,01-09-2017 10:25,XYZ Corporation,1197.6,595,1198,359,1197.6,550797
4021,01-09-2017 10:25,XYZ Corporation,1197.6,596,1198,358,1198,550798
4022,01-09-2017 10:25,XYZ Corporation,1197.6,596,1198,358,1198,550798
4023,01-09-2017 10:25,XYZ Corporation,1197.6,591,1198,328,1197.6,550833
4024,01-09-2017 10:25,XYZ Corporation,1197.6,1,1198,563,1197.6,550833
4025,01-09-2017 10:25,XYZ Corporation,1197.6,1,1198,858,1197.6,551430
4026,01-09-2017 10:25,XYZ Corporation,1197.55,1,1198,858,1197.6,551431
4027,01-09-2017 10:25,XYZ Corporation,1197.55,1,1198,858,1197.6,551431
4028,01-09-2017 10:25,XYZ Corporation,1197.3,642,1197.95,34,1197.45,551461
4029,01-09-2017 10:25,XYZ Corporation,1197.5,162,1198,874,1197.5,551467
4030,01-09-2017 10:25,XYZ Corporation,1197.5,135,1197.95,33,1197.95,551495
4031,01-09-2017 10:25,XYZ Corporation,1197.5,135,1198,657,1198,551745
4032,01-09-2017 10:25,XYZ Corporation,1197.5,165,1198,657,1197.5,551755
4033,01-09-2017 10:25,XYZ Corporation,1197.5,165,1197.6,25,1197.5,551755
4034,01-09-2017 10:25,XYZ Corporation,1197.5,165,1198,657,1197.6,551780
4035,01-09-2017 10:25,XYZ Corporation,1197.5,165,1198,657,1197.6,551780
4036,01-09-2017 10:25,XYZ Corporation,1197.5,165,1198,657,1197.6,551780
4037,01-09-2017 10:25,XYZ Corporation,1197.5,165,1198,657,1197.6,551780
4038,01-09-2017 10:25,XYZ Corporation,1197.5,165,1198,857,1197.6,551780
4039,01-09-2017 10:25,XYZ Corporation,1197.5,164,1198,857,1197.5,551781
4040,01-09-2017 10:25,XYZ Corporation,1197.5,139,1198,857,1197.5,551806
4041,01-09-2017 10:25,XYZ Corporation,1197.5,119,1198,857,1197.5,551826
4042,01-09-2017 10:25,XYZ Corporation,1197.5,119,1198,845,1198,551838
4043,01-09-2017 10:25,XYZ Corporation,1197.5,119,1198,845,1198,551838
4044,01-09-2017 10:25,XYZ Corporation,1197.5,89,1198,847,1197.5,551868
4045,01-09-2017 10:25,XYZ Corporation,1197.5,63,1198,847,1197.5,551894
4046,01-09-2017 10:25,XYZ Corporation,1197.3,206,1197.85,64,1197.85,553068
