Id,LotFrontage,LotArea,Street,LotShape,LotConfig,LandSlope,Neighborhood,OverallQual,OverallCond,YearBuilt,RoofStyle,BsmtQual,TotalBsmtSF,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageArea,OpenPorchSF,SalePrice
177,97,10029,Pave,IR1,Corner,Gtl,ClearCr,6,5,1988,Gable,Gd,1151,SBrkr,1164,896,2060,2,4,1,8,1,521,228,211000
178,NA,13650,Pave,Reg,Inside,Gtl,Sawyer,5,5,1958,Gable,TA,1052,SBrkr,1252,668,1920,2,4,1,8,1,451,0,172500
179,63,17423,Pave,IR1,CulDSac,Gtl,StoneBr,9,5,2008,Hip,Ex,2216,SBrkr,2234,0,2234,2,1,1,9,1,1166,60,501837
180,60,8520,Pave,Reg,Inside,Gtl,OldTown,5,6,1923,Gable,TA,968,SBrkr,968,0,968,1,2,1,5,0,480,0,100000
181,NA,2117,Pave,Reg,Inside,Gtl,Somerst,6,5,2000,Gable,Gd,756,SBrkr,769,756,1525,2,3,1,5,1,440,0,177000
182,54,7588,Pave,Reg,Inside,Gtl,Crawfor,7,6,1920,Gable,Fa,793,SBrkr,901,901,1802,1,4,1,9,1,216,0,200100
183,60,9060,Pave,Reg,Inside,Gtl,Edwards,5,6,1957,Hip,NA,0,SBrkr,1340,0,1340,1,3,1,7,1,252,0,120000
184,63,11426,Pave,Reg,Inside,Gtl,OldTown,7,5,2003,Gable,Gd,1362,SBrkr,1362,720,2082,2,3,1,6,0,484,238,200000
185,92,7438,Pave,IR1,Inside,Gtl,BrkSide,5,8,1908,Gable,Fa,504,SBrkr,936,316,1252,1,3,1,5,0,576,0,127000
186,90,22950,Pave,IR2,Inside,Gtl,OldTown,10,9,1892,Gable,TA,1107,SBrkr,1518,1518,3608,2,4,1,12,2,840,260,475000
187,NA,9947,Pave,IR1,CulDSac,Gtl,Mitchel,7,5,1990,Gable,Gd,1188,SBrkr,1217,0,1217,2,3,1,6,0,497,27,173000
188,60,10410,Pave,Reg,Inside,Gtl,OldTown,5,7,1916,Gable,Fa,660,SBrkr,808,704,1656,2,3,1,8,0,180,0,135000
189,64,7018,Pave,Reg,Inside,Gtl,SawyerW,5,5,1979,Gable,Gd,1086,SBrkr,1224,0,1224,0,2,2,6,2,528,0,153337
190,41,4923,Pave,Reg,Inside,Gtl,StoneBr,8,5,2001,Gable,Ex,1593,SBrkr,1593,0,1593,1,0,1,5,1,682,120,286000
191,70,10570,Pave,Reg,Inside,Mod,Crawfor,8,8,1932,Hip,Gd,853,SBrkr,1549,1178,2727,2,3,1,10,2,440,74,315000
192,NA,7472,Pave,IR1,CulDSac,Gtl,NAmes,7,9,1972,Gable,TA,725,SBrkr,725,754,1479,1,4,1,7,0,484,32,184000
193,68,9017,Pave,IR1,Inside,Gtl,CollgCr,7,5,1999,Gable,Gd,1431,SBrkr,1431,0,1431,2,3,1,6,0,666,35,192000
194,24,2522,Pave,Reg,Inside,Gtl,Edwards,7,5,2004,Gable,Gd,970,SBrkr,970,739,1709,2,3,1,7,0,380,40,130000
195,60,7180,Pave,IR1,Inside,Gtl,CollgCr,5,7,1972,Hip,TA,864,SBrkr,864,0,864,1,3,1,5,0,352,0,127000
196,24,2280,Pave,Reg,FR2,Gtl,NPkVill,6,6,1976,Gable,Gd,855,SBrkr,855,601,1456,2,3,1,7,1,440,0,148500
197,79,9416,Pave,Reg,Inside,Gtl,Somerst,7,5,2007,Hip,Ex,1726,SBrkr,1726,0,1726,2,3,1,8,1,786,138,311872
198,174,25419,Pave,Reg,Corner,Gtl,NAmes,8,4,1918,Gable,TA,1360,SBrkr,1360,1360,3112,2,4,1,8,1,795,16,235000
199,92,5520,Pave,Reg,Corner,Gtl,OldTown,6,6,1912,Gable,TA,755,SBrkr,929,929,2229,1,5,1,8,0,0,198,104000
200,76,9591,Pave,Reg,Inside,Gtl,NridgHt,8,5,2004,Hip,Ex,1713,SBrkr,1713,0,1713,2,3,1,7,1,856,26,274900
201,80,8546,Pave,Reg,Corner,Gtl,Edwards,4,5,2003,Gable,Gd,1121,SBrkr,1121,0,1121,2,2,1,5,0,440,64,140000
202,75,10125,Pave,Reg,Inside,Gtl,Mitchel,6,6,1977,Gable,TA,1196,SBrkr,1279,0,1279,2,3,1,6,2,473,83,171500
203,50,7000,Pave,Reg,Corner,Gtl,OldTown,6,6,1924,Gable,Fa,617,SBrkr,865,445,1310,2,2,1,6,0,398,0,112000
204,NA,4438,Pave,Reg,Inside,Gtl,CollgCr,6,5,2004,Gable,Gd,848,SBrkr,848,0,848,1,1,1,3,1,420,0,149000
205,50,3500,Pave,Reg,Inside,Gtl,OldTown,5,7,1947,Gable,TA,720,SBrkr,720,564,1284,1,2,1,5,0,240,35,110000
206,99,11851,Pave,Reg,Corner,Gtl,Gilbert,7,5,1990,Gable,Gd,1424,SBrkr,1442,0,1442,2,3,1,5,0,500,34,180500
207,40,13673,Pave,IR1,CulDSac,Gtl,Sawyer,5,5,1962,Gable,TA,1140,SBrkr,1696,0,1696,1,3,1,8,1,349,30,143900
208,NA,12493,Pave,IR1,Inside,Gtl,NAmes,4,5,1960,Gable,TA,1100,SBrkr,1100,0,1100,1,3,1,6,1,312,0,141000
209,NA,14364,Pave,IR1,Inside,Mod,SawyerW,7,5,1988,Gable,Gd,1157,SBrkr,1180,882,2062,2,3,1,7,1,454,55,277000
210,75,8250,Pave,Reg,Inside,Gtl,NAmes,6,7,1964,Hip,Gd,1092,SBrkr,1092,0,1092,1,3,1,6,0,504,0,145000
211,67,5604,Pave,Reg,Inside,Gtl,Edwards,5,6,1925,Gable,TA,864,FuseA,864,0,864,1,2,1,5,0,0,0,98000
212,83,10420,Pave,Reg,Corner,Gtl,Edwards,6,5,2009,Gable,Gd,1212,SBrkr,1212,0,1212,2,3,1,6,0,460,22,186000
213,72,8640,Pave,Reg,Inside,Gtl,Somerst,7,5,2009,Gable,Gd,900,SBrkr,932,920,1852,2,3,1,7,1,644,108,252678
214,43,13568,Pave,IR2,CulDSac,Gtl,CollgCr,5,5,1995,Gable,Gd,990,SBrkr,990,0,990,1,3,1,5,0,576,0,156000
215,NA,10900,Pave,IR1,FR2,Gtl,CollgCr,6,7,1977,Gable,Gd,689,SBrkr,689,703,1392,1,3,1,6,0,299,36,161750
216,72,10011,Pave,IR1,Inside,Gtl,NAmes,5,6,1957,Gable,TA,1070,SBrkr,1236,0,1236,1,2,1,6,1,447,0,134450
217,65,8450,Pave,Reg,Inside,Gtl,CollgCr,7,5,2004,Gable,Gd,1436,SBrkr,1436,0,1436,2,3,1,8,0,484,98,210000
218,57,9906,Pave,Reg,Inside,Gtl,OldTown,4,4,1925,Gable,TA,686,SBrkr,810,518,1328,1,3,1,8,0,210,172,107000
219,NA,15660,Pave,IR1,Corner,Gtl,Crawfor,7,9,1939,Gable,TA,798,SBrkr,1137,817,1954,1,3,1,8,2,431,119,311500
220,43,3010,Pave,Reg,Inside,Gtl,Blmngtn,7,5,2005,Gable,Gd,1248,SBrkr,1248,0,1248,2,2,1,5,0,438,0,167240
221,73,8990,Pave,IR1,Inside,Gtl,CollgCr,7,5,2006,Gable,Gd,1498,SBrkr,1498,0,1498,2,2,1,5,0,675,33,204900
222,NA,8068,Pave,IR1,Inside,Gtl,Gilbert,6,5,2002,Gable,Gd,1010,SBrkr,1010,1257,2267,2,4,1,8,1,390,46,200000
223,85,11475,Pave,Reg,Inside,Gtl,NWAmes,6,6,1975,Gable,Gd,713,SBrkr,811,741,1552,2,3,1,6,1,434,208,179900
224,70,10500,Pave,Reg,FR2,Gtl,NAmes,4,6,1971,Gable,TA,864,SBrkr,864,0,864,1,2,1,4,0,576,0,97000
225,103,13472,Pave,Reg,Inside,Gtl,NridgHt,10,5,2003,Hip,Ex,2392,SBrkr,2392,0,2392,2,3,1,8,1,968,105,386250
226,21,1680,Pave,Reg,Inside,Gtl,BrDale,5,5,1971,Gable,TA,630,SBrkr,630,672,1302,2,3,1,6,0,280,0,112000
227,82,9950,Pave,IR1,Inside,Gtl,NoRidge,7,5,1995,Gable,Gd,1203,SBrkr,1214,1306,2520,2,4,1,9,1,721,114,290000
228,21,1869,Pave,Reg,Inside,Gtl,BrDale,6,6,1970,Gable,TA,483,SBrkr,483,504,987,1,2,1,5,0,280,0,106000
229,70,8521,Pave,Reg,FR2,Gtl,Sawyer,5,5,1967,Gable,TA,912,SBrkr,912,0,912,1,3,1,5,1,336,0,125000
230,43,3182,Pave,Reg,Inside,Gtl,Blmngtn,7,5,2005,Gable,Gd,1373,SBrkr,1555,0,1555,2,2,1,7,1,430,20,192500
231,73,8760,Pave,Reg,Inside,Gtl,NAmes,6,6,1959,Hip,TA,1194,SBrkr,1194,0,1194,1,3,1,6,0,312,0,148000
232,174,15138,Pave,IR1,Inside,Gtl,NoRidge,8,5,1995,Gable,Gd,1462,SBrkr,1490,1304,2794,2,4,1,9,1,810,146,403000
233,21,1680,Pave,Reg,Inside,Gtl,BrDale,6,5,1972,Gable,TA,483,SBrkr,483,504,987,1,2,1,5,1,288,0,94500
234,75,10650,Pave,Reg,Corner,Gtl,CollgCr,5,6,1976,Gable,TA,894,SBrkr,894,0,894,1,3,1,5,0,308,0,128200
235,NA,7851,Pave,Reg,Inside,Gtl,Gilbert,6,5,2002,Gable,Gd,860,SBrkr,860,1100,1960,2,4,1,8,2,440,48,216500
236,21,1680,Pave,Reg,Inside,Gtl,BrDale,6,3,1971,Gable,TA,483,SBrkr,483,504,987,1,2,1,5,0,264,0,89500
237,65,8773,Pave,Reg,FR2,Gtl,CollgCr,7,5,2004,Gable,Gd,1414,SBrkr,1414,0,1414,2,3,1,6,0,494,105,185500
238,NA,9453,Pave,IR1,CulDSac,Gtl,SawyerW,7,7,1993,Gable,Gd,996,SBrkr,1014,730,1744,2,3,1,7,0,457,70,194500
239,93,12030,Pave,Reg,Inside,Gtl,NridgHt,8,5,2007,Hip,Ex,1694,SBrkr,1694,0,1694,2,3,1,7,0,818,228,318000
240,52,8741,Pave,Reg,Inside,Gtl,Edwards,6,4,1945,Gable,TA,735,FuseA,798,689,1487,1,3,1,7,1,220,140,113000
241,75,9000,Pave,Reg,Inside,Gtl,Somerst,8,5,2008,Gable,Gd,1566,SBrkr,1566,0,1566,2,3,1,7,0,750,168,262500
242,40,3880,Pave,Reg,Inside,Gtl,OldTown,5,9,1945,Gable,TA,686,SBrkr,866,0,866,1,2,1,4,0,0,42,110500
243,63,5000,Pave,Reg,Corner,Gtl,OldTown,5,4,1900,Gable,TA,540,FuseA,889,551,1440,1,3,1,6,0,352,0,79000
244,75,10762,Pave,Reg,Corner,Gtl,SawyerW,6,6,1980,Gable,Gd,626,SBrkr,626,591,1217,1,3,1,6,1,288,28,120000
245,NA,8880,Pave,IR1,Inside,Gtl,SawyerW,7,5,1994,Gable,Gd,948,SBrkr,1222,888,2110,2,3,1,8,2,463,130,205000
246,80,10400,Pave,Reg,Inside,Gtl,NWAmes,7,5,1988,Gable,Gd,1845,SBrkr,1872,0,1872,2,3,1,6,1,604,39,241500
247,69,9142,Pave,Reg,Inside,Gtl,OldTown,6,8,1910,Gable,Fa,1020,FuseP,908,1020,1928,2,4,2,9,0,440,60,137000
248,75,11310,Pave,Reg,Inside,Gtl,NAmes,6,5,1954,Hip,TA,1367,SBrkr,1375,0,1375,1,2,1,5,1,451,30,140000
249,72,11317,Pave,Reg,Inside,Gtl,CollgCr,7,5,2003,Gable,Gd,840,SBrkr,840,828,1668,2,3,1,8,0,500,68,180000
250,NA,159000,Pave,IR2,CulDSac,Sev,ClearCr,6,7,1958,Gable,Gd,1444,SBrkr,1444,700,2144,2,4,1,7,2,389,98,277000
251,55,5350,Pave,IR1,Inside,Gtl,BrkSide,3,2,1940,Gable,TA,728,SBrkr,1306,0,1306,1,3,1,6,0,0,0,76500
252,44,4750,Pave,IR1,Inside,Mod,Crawfor,8,5,2006,Hip,Gd,1573,SBrkr,1625,0,1625,2,2,1,5,1,538,0,235000
253,65,8366,Pave,IR1,Inside,Gtl,SawyerW,6,5,2004,Gable,Gd,798,SBrkr,798,842,1640,2,3,1,6,0,520,45,173000
254,85,9350,Pave,Reg,Inside,Gtl,NAmes,6,7,1964,Hip,Gd,1302,SBrkr,1302,0,1302,2,3,1,7,0,309,0,158000
255,70,8400,Pave,Reg,Inside,Gtl,NAmes,5,6,1957,Gable,TA,1314,SBrkr,1314,0,1314,1,3,1,5,0,294,0,145000
256,66,8738,Pave,IR1,Inside,Gtl,Gilbert,7,5,1999,Gable,Gd,975,SBrkr,1005,1286,2291,2,4,1,8,1,429,0,230000
257,64,8791,Pave,IR1,Inside,Gtl,Somerst,6,5,2003,Gable,Gd,864,SBrkr,864,864,1728,2,3,1,7,0,673,56,207500
258,68,8814,Pave,Reg,Inside,Gtl,CollgCr,7,5,2006,Gable,Gd,1604,SBrkr,1604,0,1604,2,3,1,8,1,660,110,220000
259,80,12435,Pave,Reg,Inside,Gtl,CollgCr,7,5,2001,Gable,Gd,963,SBrkr,963,829,1792,2,3,1,7,1,564,96,231500
260,70,12702,Pave,Reg,Inside,Gtl,OldTown,5,5,1956,Gable,NA,0,FuseA,882,0,882,1,2,1,4,0,308,45,97000
261,120,19296,Pave,Reg,Corner,Gtl,NAmes,6,5,1962,Gable,TA,1362,SBrkr,1382,0,1382,1,3,1,6,1,884,0,176000
262,69,9588,Pave,IR1,Inside,Gtl,CollgCr,8,5,2007,Gable,Ex,1482,SBrkr,1482,1092,2574,2,3,1,10,1,868,148,276000
263,88,8471,Pave,IR1,Corner,Gtl,Sawyer,6,7,1977,Gable,Gd,506,SBrkr,1212,0,1212,1,3,1,6,1,492,12,151000
264,50,5500,Pave,Reg,Corner,Gtl,OldTown,5,7,1929,Gable,TA,926,SBrkr,926,0,1316,1,3,1,6,0,484,0,130000
265,30,5232,Pave,IR3,Inside,Gtl,OldTown,5,5,1925,Gable,Fa,680,FuseP,764,0,764,1,2,1,4,0,504,0,73000
266,78,12090,Pave,IR1,Inside,Gtl,NWAmes,6,6,1981,Gable,Gd,1422,SBrkr,1422,0,1422,2,3,1,7,1,576,0,175500
267,70,11207,Pave,IR1,FR2,Gtl,Gilbert,6,5,1997,Gable,Gd,802,SBrkr,802,709,1511,2,3,1,8,1,413,75,185000
268,60,8400,Pave,Reg,Inside,Mod,SWISU,5,8,1939,Gable,TA,720,SBrkr,1052,720,2192,2,4,1,8,1,240,24,179500
269,71,6900,Pave,Reg,Inside,Gtl,IDOTRR,5,6,1940,Gable,TA,740,SBrkr,778,0,778,1,2,1,4,1,924,25,120500
270,NA,7917,Pave,IR1,Corner,Gtl,Edwards,6,7,1976,Hip,TA,1143,SBrkr,1113,0,1113,1,3,1,6,1,504,30,148000
271,84,10728,Pave,Reg,Inside,Gtl,Somerst,8,5,2006,Gable,Gd,1095,SBrkr,1095,844,1939,2,3,1,8,1,1053,51,266000
272,73,39104,Pave,IR1,CulDSac,Sev,ClearCr,7,7,1954,Flat,Gd,1385,SBrkr,1363,0,1363,1,2,1,5,2,439,0,241500
273,92,11764,Pave,IR1,CulDSac,Gtl,NoRidge,8,7,1999,Gable,Gd,1152,SBrkr,1164,1106,2270,2,4,1,9,1,671,57,290000
274,80,9600,Pave,Reg,Inside,Gtl,NAmes,6,6,1958,Hip,TA,1240,SBrkr,1632,0,1632,2,3,1,6,1,338,0,139000
275,76,8314,Pave,Reg,Corner,Gtl,Mitchel,5,7,1982,Gable,TA,816,SBrkr,816,0,816,1,2,1,5,0,264,0,124500
276,55,7264,Pave,Reg,Inside,Gtl,BrkSide,7,7,1925,Gable,TA,952,SBrkr,952,596,1548,2,3,1,5,0,672,0,205000
277,129,9196,Pave,IR1,Inside,Gtl,Mitchel,7,5,2003,Gable,Ex,1560,SBrkr,1560,0,1560,2,3,1,7,0,573,150,201000
278,140,19138,Pave,Reg,Corner,Gtl,Gilbert,4,5,1951,Gable,TA,864,SBrkr,864,0,864,1,2,1,4,0,400,0,141000
279,107,14450,Pave,Reg,Inside,Gtl,NridgHt,9,5,2006,Gable,Ex,2121,SBrkr,2121,0,2121,2,3,1,8,1,732,98,415298
280,83,10005,Pave,Reg,Inside,Gtl,ClearCr,7,5,1977,Hip,Gd,1160,SBrkr,1156,866,2022,2,4,1,8,1,505,117,192000
281,82,11287,Pave,Reg,Inside,Gtl,SawyerW,7,6,1989,Gable,Gd,807,SBrkr,1175,807,1982,2,3,1,7,1,575,84,228500
282,60,7200,Pave,Reg,Inside,Gtl,Somerst,6,5,2006,Gable,Gd,1262,SBrkr,1262,0,1262,2,2,1,5,0,572,120,185000
283,34,5063,Pave,Reg,Inside,Gtl,NridgHt,7,5,2007,Gable,Gd,1314,SBrkr,1314,0,1314,2,2,1,6,1,626,62,207500
284,74,9612,Pave,Reg,Inside,Gtl,Somerst,8,5,2008,Gable,Gd,1468,SBrkr,1468,0,1468,2,3,1,6,1,898,150,244600
285,50,8012,Pave,Reg,Inside,Gtl,SawyerW,6,5,1992,Gable,Gd,1575,SBrkr,1575,0,1575,2,2,1,5,0,529,0,179200
286,35,4251,Pave,IR1,Inside,Gtl,Somerst,7,5,2006,Gable,Gd,625,SBrkr,625,625,1250,2,2,1,5,0,528,54,164700
287,77,9786,Pave,IR1,Inside,Gtl,NAmes,6,7,1962,Gable,TA,912,SBrkr,1085,649,1734,1,3,1,7,1,440,0,159000
288,NA,8125,Pave,IR1,Corner,Gtl,NAmes,4,4,1971,Gable,TA,858,SBrkr,858,0,858,1,3,1,5,0,0,0,88000
289,NA,9819,Pave,IR1,Inside,Gtl,Sawyer,5,5,1967,Gable,TA,882,SBrkr,900,0,900,1,3,1,5,0,280,0,122000
290,60,8730,Pave,Reg,Inside,Gtl,BrkSide,6,7,1915,Gable,TA,698,FuseA,698,698,1396,1,3,1,7,0,384,0,153575
291,120,15611,Pave,Reg,Inside,Gtl,CollgCr,8,5,2006,Gable,Gd,1079,SBrkr,1079,840,1919,2,3,1,8,1,685,51,233230
292,55,5687,Pave,Reg,Inside,Gtl,SWISU,5,6,1912,Gable,TA,780,SBrkr,936,780,1716,2,6,1,9,0,0,184,135900
293,60,11409,Pave,Reg,Inside,Gtl,Edwards,5,4,1949,Gable,TA,768,SBrkr,1148,568,1716,1,3,1,8,1,281,0,131000
294,NA,16659,Pave,IR1,Corner,Gtl,NWAmes,7,7,1977,Gable,TA,795,SBrkr,1468,795,2263,2,3,1,9,1,539,250,235000
295,80,9600,Pave,Reg,Inside,Gtl,NAmes,6,5,1953,Hip,TA,1416,SBrkr,1644,0,1644,1,3,1,7,2,418,0,167000
296,37,7937,Pave,IR1,CulDSac,Gtl,Mitchel,6,6,1984,Gable,TA,1003,SBrkr,1003,0,1003,1,3,1,6,0,588,0,142500
297,75,13710,Pave,Reg,Inside,Gtl,IDOTRR,5,5,1950,Gable,TA,910,FuseA,910,648,1558,1,4,1,6,0,282,0,152000
298,66,7399,Pave,IR1,Inside,Gtl,Somerst,7,5,1997,Hip,Gd,975,SBrkr,975,975,1950,2,3,1,7,1,576,10,239000
299,90,11700,Pave,Reg,Inside,Gtl,NWAmes,6,6,1968,Mansard,TA,702,SBrkr,1041,702,1743,1,3,1,7,1,539,0,175000
300,80,14000,Pave,Reg,Inside,Gtl,Crawfor,6,8,1950,Gable,TA,1092,SBrkr,1152,0,1152,1,3,1,6,1,300,36,158500
301,90,15750,Pave,Reg,Corner,Gtl,Crawfor,5,5,1953,Hip,TA,1165,SBrkr,1336,0,1336,1,2,1,5,2,375,0,157000
302,66,16226,Pave,IR3,Inside,Gtl,CollgCr,8,5,1998,Gable,Gd,1028,SBrkr,1210,1242,2452,2,4,1,9,1,683,50,267000
303,118,13704,Pave,IR1,Corner,Gtl,CollgCr,7,5,2001,Gable,Gd,1541,SBrkr,1541,0,1541,2,3,1,6,1,843,81,205000
304,70,9800,Pave,Reg,Corner,Gtl,CollgCr,5,7,1972,Gable,TA,894,SBrkr,894,0,894,1,3,1,5,0,552,0,149900
305,87,18386,Pave,Reg,Inside,Gtl,OldTown,7,9,1880,Gable,TA,1470,SBrkr,1675,1818,3493,3,3,1,10,1,870,0,295000
306,80,10386,Pave,Reg,Inside,Gtl,CollgCr,8,5,2004,Gable,Gd,2000,SBrkr,2000,0,2000,2,3,1,8,0,888,0,305900
307,116,13474,Pave,Reg,Inside,Gtl,SawyerW,7,5,1990,Gable,Gd,700,SBrkr,1122,1121,2243,2,4,1,8,1,746,44,225000
308,NA,7920,Pave,IR1,Inside,Gtl,IDOTRR,6,7,1920,Gable,TA,319,FuseA,1035,371,1406,1,3,1,6,0,0,144,89500
309,NA,12342,Pave,IR1,Inside,Gtl,Edwards,4,5,1940,Gable,TA,861,SBrkr,861,0,861,1,1,1,4,0,539,0,82500
310,90,12378,Pave,IR1,Inside,Gtl,NridgHt,9,5,2003,Gable,Ex,1896,SBrkr,1944,0,1944,2,3,1,8,3,708,175,360000
311,NA,7685,Pave,IR1,Inside,Gtl,Gilbert,6,5,1993,Gable,Gd,697,SBrkr,697,804,1501,2,3,1,6,1,420,63,165600
312,50,8000,Pave,Reg,Inside,Gtl,NAmes,6,6,1948,Gable,TA,972,SBrkr,972,0,972,1,2,1,5,1,240,0,132000
313,65,7800,Pave,Reg,Inside,Gtl,OldTown,5,7,1939,Gable,Gd,793,SBrkr,793,325,1118,1,3,1,5,1,410,0,119900
314,150,215245,Pave,IR3,Inside,Sev,Timber,7,5,1965,Hip,Gd,2136,SBrkr,2036,0,2036,2,3,1,8,2,513,0,375000
315,60,9600,Pave,Reg,Inside,Gtl,OldTown,7,7,1925,Gable,TA,728,SBrkr,832,809,1641,1,3,1,6,1,546,0,178000
316,71,7795,Pave,IR1,Inside,Gtl,Gilbert,7,5,2004,Gable,Gd,716,SBrkr,716,716,1432,2,3,1,6,1,432,51,188500
317,94,13005,Pave,IR1,Corner,Gtl,NWAmes,7,7,1980,Gable,Gd,845,SBrkr,1153,1200,2353,2,4,1,10,1,484,195,260000
318,75,9000,Pave,Reg,Inside,Gtl,Somerst,8,5,2006,Gable,Gd,1088,SBrkr,1088,871,1959,2,3,1,8,1,1025,46,270000
319,90,9900,Pave,Reg,Inside,Mod,NoRidge,7,5,1993,Gable,Gd,1347,SBrkr,1372,1274,2646,2,4,1,9,1,656,60,260000
320,NA,14115,Pave,Reg,Inside,Gtl,NWAmes,7,5,1980,Gable,Gd,1372,SBrkr,1472,0,1472,2,3,1,6,2,588,48,187500
321,111,16259,Pave,Reg,Corner,Gtl,NridgHt,9,5,2006,Gable,Ex,1249,SBrkr,1249,1347,2596,3,4,1,9,0,840,154,342643
322,99,12099,Pave,IR1,Inside,Gtl,NridgHt,8,5,2004,Gable,Ex,1136,SBrkr,1136,1332,2468,2,4,1,10,1,872,154,354000
323,86,10380,Pave,IR1,Inside,Gtl,SawyerW,7,5,1986,Gable,TA,1502,SBrkr,1553,1177,2730,2,4,1,8,1,576,96,301000
324,49,5820,Pave,Reg,Inside,Gtl,OldTown,3,8,1955,Gable,TA,1162,SBrkr,1163,0,1163,1,3,1,6,0,220,98,126175
325,96,11275,Pave,Reg,Corner,Gtl,NAmes,7,7,1967,Mansard,Gd,710,SBrkr,1898,1080,2978,2,5,1,11,1,564,0,242000
326,50,5000,Pave,Reg,Inside,Gtl,IDOTRR,5,6,1941,Gable,TA,720,FuseF,803,0,803,1,2,1,5,0,360,0,87000
327,32,10846,Pave,IR1,CulDSac,Gtl,Veenker,8,5,1993,Gable,Gd,1719,SBrkr,1719,0,1719,1,1,1,6,2,473,30,324000
328,80,11600,Pave,Reg,Inside,Gtl,NAmes,6,5,1960,Hip,TA,1383,SBrkr,1383,0,1383,1,3,1,7,0,292,45,145250
329,NA,11888,Pave,IR1,Inside,Gtl,BrkSide,6,6,1916,Gable,TA,844,FuseA,1445,689,2134,2,5,1,10,0,441,60,214500
330,60,6402,Pave,Reg,Corner,Gtl,IDOTRR,5,5,1920,Gable,TA,596,SBrkr,596,596,1192,1,3,1,6,0,189,0,78000
331,NA,10624,Pave,IR1,Inside,Gtl,NAmes,5,4,1964,Gable,TA,1728,SBrkr,1728,0,1728,2,6,2,10,0,352,0,119000
332,70,8176,Pave,Reg,Inside,Gtl,NAmes,5,6,1958,Gable,TA,1056,SBrkr,1056,0,1056,1,3,1,6,0,308,0,139000
333,85,10655,Pave,IR1,Inside,Gtl,NridgHt,8,5,2003,Gable,Gd,3206,SBrkr,1629,0,1629,2,3,1,7,1,880,0,284000
334,59,8198,Pave,Reg,FR3,Gtl,NridgHt,7,5,2004,Gable,Gd,1358,SBrkr,1358,0,1358,2,2,1,6,1,484,30,207000
335,59,9042,Pave,IR1,Inside,Gtl,Gilbert,6,5,1998,Gable,Gd,943,SBrkr,943,695,1638,2,3,1,7,2,472,38,192000
336,NA,164660,Grvl,IR1,Corner,Sev,Timber,5,6,1965,Gable,TA,1499,SBrkr,1619,167,1786,2,3,1,7,2,529,0,228950
337,86,14157,Pave,IR1,Corner,Gtl,StoneBr,9,5,2005,Hip,Ex,1922,SBrkr,1922,0,1922,2,3,1,8,1,676,51,377426
338,70,9135,Pave,Reg,Inside,Gtl,CollgCr,7,5,2002,Gable,Gd,1536,SBrkr,1536,0,1536,2,3,1,7,0,532,74,214000
339,91,14145,Pave,Reg,Corner,Gtl,NWAmes,7,7,1984,Gable,Gd,1208,SBrkr,1621,0,1621,2,3,1,8,0,440,45,202500
340,66,12400,Pave,IR1,Inside,Gtl,NAmes,6,7,1958,Hip,TA,1215,FuseA,1215,0,1215,1,3,1,6,0,297,0,155000
341,85,14191,Pave,Reg,Inside,Gtl,Timber,8,5,2002,Gable,Gd,967,SBrkr,993,915,1908,2,4,1,9,0,431,0,202900
342,60,8400,Pave,Reg,Inside,Gtl,SawyerW,4,4,1950,Gable,TA,721,SBrkr,841,0,841,1,2,1,4,0,294,0,82000
343,NA,8544,Pave,Reg,Inside,Gtl,NAmes,3,4,1949,Gable,NA,0,FuseA,1040,0,1040,2,2,2,6,0,400,0,87500
344,63,8849,Pave,IR1,Inside,Gtl,NridgHt,9,5,2005,Hip,Ex,1684,SBrkr,1684,0,1684,2,2,1,6,1,564,72,266000
345,36,2592,Pave,Reg,Inside,Gtl,MeadowV,5,3,1976,Gable,Gd,536,SBrkr,536,576,1112,1,3,1,4,0,336,0,85000
346,65,6435,Pave,Reg,Inside,Gtl,BrkSide,6,5,1939,Gable,TA,972,SBrkr,972,605,1577,1,3,1,6,1,312,0,140200
347,NA,12772,Pave,IR1,CulDSac,Gtl,NAmes,6,8,1960,Hip,TA,958,SBrkr,958,0,958,1,2,1,5,0,301,0,151500
348,NA,17600,Pave,IR1,Inside,Gtl,NAmes,6,5,1960,Gable,TA,1478,FuseA,1478,0,1478,2,3,1,6,2,498,40,157500
349,36,2448,Pave,Reg,Inside,Gtl,NridgHt,7,5,2003,Gable,Gd,764,SBrkr,764,862,1626,2,2,1,6,0,474,27,154000
350,56,20431,Pave,IR2,Inside,Gtl,NridgHt,9,5,2005,Hip,Ex,1848,SBrkr,1848,880,2728,2,4,1,10,2,706,0,437154
351,68,7820,Pave,IR1,Inside,Gtl,NridgHt,9,5,2007,Hip,Ex,1869,SBrkr,1869,0,1869,2,2,1,6,1,617,54,318061
352,NA,5271,Pave,IR1,Inside,Mod,ClearCr,7,5,1986,Gable,Gd,1453,SBrkr,1453,0,1453,1,2,1,6,1,445,80,190000
353,60,9084,Pave,Reg,Inside,Gtl,Edwards,5,6,1941,Gable,TA,616,SBrkr,616,495,1111,1,3,1,5,0,200,0,95000
354,60,8520,Pave,Reg,Inside,Gtl,OldTown,6,8,1928,Gable,TA,624,SBrkr,720,0,720,1,2,1,5,0,484,0,105900
